row	col	weight
Ghir_A12G021160	Ghir_D12G021160	0.976845027314982
Ghir_A08G011300	Ghir_D08G012060	0.973246877518532
Ghir_D10G003790	Ghir_D12G021160	0.971413881825661
Ghir_D08G012060	Ghir_D12G021160	0.965728752339198
Ghir_D08G012060	Ghir_D10G003790	0.963844886611247
Ghir_A12G021160	Ghir_D10G003790	0.963788507187268
Ghir_D06G014920	Ghir_D12G021160	0.96264335985411
Ghir_A03G014700	Ghir_D08G012060	0.96138650109891
Ghir_A11G019930	Ghir_D11G020010	0.9612418746287
Ghir_A03G014700	Ghir_D10G003790	0.961169967674596
Ghir_A12G024020	Ghir_D12G024000	0.961119804623535
Ghir_A03G014700	Ghir_A12G021160	0.959225525353444
Ghir_A12G021160	Ghir_D08G012060	0.959108524567795
Ghir_D06G014920	Ghir_D10G003790	0.957683245314959
Ghir_A05G014000	Ghir_A12G021160	0.956764820381925
Ghir_A04G005120	Ghir_D12G024000	0.953422293734992
Ghir_D05G013420	Ghir_D12G021160	0.952924326898988
Ghir_A05G014000	Ghir_D10G003790	0.951881985084148
Ghir_D12G021160	Ghir_D12G024000	0.950098327166077
Ghir_A03G014700	Ghir_A08G011300	0.948014484820331
Ghir_A11G019930	Ghir_D12G021160	0.947518011261854
Ghir_A12G021160	Ghir_D05G013420	0.946861225661418
Ghir_A04G005120	Ghir_D12G021160	0.945718455466315
Ghir_A04G005120	Ghir_D10G003790	0.945315563888063
Ghir_D10G003790	Ghir_D12G024000	0.944463598270134
Ghir_A01G016200	Ghir_D12G021160	0.942904979532268
Ghir_D08G012060	Ghir_D12G024000	0.942252060049769
Ghir_A01G016200	Ghir_D10G003790	0.942114456198519
Ghir_A11G019930	Ghir_D10G003790	0.940430881774627
Ghir_A08G011300	Ghir_A12G021160	0.940263478885622
Ghir_A01G016200	Ghir_A02G019650	0.93908033197236
Ghir_A03G014700	Ghir_D02G016140	0.937513942610997
Ghir_D02G016990	Ghir_D10G003790	0.937399634138761
Ghir_D11G020010	Ghir_D12G021160	0.932719073460934
Ghir_A11G019930	Ghir_D06G014920	0.931699244535793
Ghir_D04G002500	Ghir_D12G021160	0.929835775642997
Ghir_D10G003790	Ghir_D13G014270	0.929547364174438
Ghir_D02G016140	Ghir_D08G012060	0.928084141151189
Ghir_D02G016140	Ghir_D10G003790	0.92582779122249
Ghir_A04G005120	Ghir_A12G024020	0.925569618198063
Ghir_A01G016200	Ghir_A04G005120	0.925406569691226
Ghir_D10G003790	Ghir_D11G020010	0.92468051273516
Ghir_A12G024020	Ghir_D12G021160	0.923794646567267
Ghir_D04G002500	Ghir_D10G003790	0.922487654848193
Ghir_A08G024470	Ghir_D12G021160	0.921837973495682
Ghir_A08G024470	Ghir_D08G012060	0.921549238116915
Ghir_D05G012100	Ghir_D08G012060	0.919474617231996
Ghir_A12G024020	Ghir_D10G012380	0.918860122696607
Ghir_A01G010070	Ghir_D12G021160	0.918686613526358
Ghir_A01G016200	Ghir_D04G002500	0.918655145270287
Ghir_A08G024470	Ghir_A12G021160	0.916505837670951
Ghir_D05G012100	Ghir_D12G021160	0.916325799984948
Ghir_A01G010070	Ghir_D08G012060	0.911309977147879
Ghir_D04G002500	Ghir_D12G001000	0.907587051082676
Ghir_A12G000990	Ghir_D12G001000	0.906921511839406
Ghir_A01G010070	Ghir_D12G024000	0.905978435509356
Ghir_D10G003790	Ghir_D13G019490	0.903547144797436
Ghir_D12G021160	Ghir_D13G019490	0.903499908347752
Ghir_A09G009870	Ghir_D11G020010	0.902392843812568
Ghir_A02G019650	Ghir_D12G021160	0.902347451462273
Ghir_A07G007140	Ghir_D07G007150	0.901542496226782
Ghir_A01G016200	Ghir_D05G004660	0.901414152509899
Ghir_A03G014700	Ghir_D13G012510	0.900068034180033
Ghir_A02G015580	Ghir_D10G003790	0.898890542323266
Ghir_A04G008640	Ghir_D12G021160	0.898853984269902
Ghir_A04G008640	Ghir_D04G002500	0.896454547436451
Ghir_A03G016830	Ghir_D12G001000	0.895156915850092
Ghir_D04G002500	Ghir_D07G007150	0.893183238923371
Ghir_A05G014000	Ghir_D01G020250	0.88957008487353
Ghir_A09G009870	Ghir_A11G019930	0.88686895142919
Ghir_A01G016200	Ghir_A04G008640	0.886111403409125
Ghir_A11G011210	Ghir_D13G014270	0.884504885263811
Ghir_A08G024470	Ghir_D08G025350	0.883525870082163
Ghir_A09G014700	Ghir_D06G014920	0.883321454398003
Ghir_A01G016200	Ghir_A11G007170	0.881979455701975
Ghir_A07G007140	Ghir_D04G002500	0.881759889181466
Ghir_D12G001000	Ghir_D12G021160	0.880381348172026
Ghir_D10G003790	Ghir_D12G001000	0.878964819243867
Ghir_D05G004660	Ghir_D10G003790	0.878748695422696
Ghir_D10G012380	Ghir_D12G021160	0.8779938150103
Ghir_A09G014700	Ghir_D10G003790	0.875493479753034
Ghir_A11G007170	Ghir_D12G021160	0.874050130117197
Ghir_D10G003790	Ghir_D13G012510	0.872958533536724
Ghir_A09G009870	Ghir_D12G021160	0.872633339308714
Ghir_D10G012380	Ghir_D12G024000	0.872573776561981
Ghir_A01G018480	Ghir_D12G001000	0.870869421282649
Ghir_A03G005020	Ghir_A12G024020	0.870600748828783
Ghir_A12G021160	Ghir_D13G012510	0.870058639895361
Ghir_D07G007150	Ghir_D10G003790	0.867277467815465
Ghir_A01G010070	Ghir_D05G012100	0.866781729761832
Ghir_A02G019650	Ghir_A04G005120	0.866068334159096
Ghir_A11G011210	Ghir_D10G003790	0.865014492339208
Ghir_A12G021160	Ghir_D01G020250	0.863722600645391
Ghir_A12G021160	Ghir_D13G019440	0.863403873160371
Ghir_D01G020250	Ghir_D10G003790	0.861556956335924
Ghir_A05G014000	Ghir_D13G019440	0.861365156040189
Ghir_A01G018480	Ghir_D04G002500	0.86003715253097
Ghir_A02G019650	Ghir_A11G007170	0.858886305560154
Ghir_A03G005020	Ghir_D12G024000	0.8581370535747
Ghir_D11G020010	Ghir_D13G019490	0.857019341981911
Ghir_A05G006910	Ghir_D12G021160	0.854261529972648
Ghir_A01G016200	Ghir_D07G007150	0.852130184038226
Ghir_A03G005020	Ghir_A04G005120	0.850676689176782
Ghir_A03G016830	Ghir_D10G003790	0.850052798956877
Ghir_A07G007140	Ghir_D10G003790	0.849211949792438
Ghir_A12G000990	Ghir_A12G002920	0.847934106844965
Ghir_A03G016830	Ghir_D04G002500	0.84601901393275
Ghir_A12G002920	Ghir_D12G001000	0.845761468753353
Ghir_A04G005120	Ghir_A07G011240	0.843587984958969
Ghir_A01G016200	Ghir_A09G013550	0.843358148055909
Ghir_A03G016830	Ghir_A12G000990	0.841958735656368
Ghir_A03G014700	Ghir_A11G020820	0.836215574288438
Ghir_A05G006910	Ghir_D06G014920	0.835512645550076
Ghir_A01G018480	Ghir_D12G021160	0.834577941682639
Ghir_A12G000990	Ghir_D04G002500	0.831330702199502
Ghir_A07G011240	Ghir_D10G003790	0.829325492909886
Ghir_A07G007140	Ghir_D08G017460	0.828213322074219
Ghir_D08G025350	Ghir_D12G021160	0.827604644002902
Ghir_A03G016830	Ghir_A12G002920	0.826120532009144
Ghir_A11G020820	Ghir_A12G021160	0.823041883979052
Ghir_A01G010510	Ghir_A05G014000	0.821323419303882
Ghir_A08G011300	Ghir_A11G020820	0.820910889954354
Ghir_A09G013550	Ghir_D10G003790	0.815672366018251
Ghir_A01G010510	Ghir_A12G021160	0.812083820672654
Ghir_A12G021160	Ghir_D08G025350	0.803753946337357
Ghir_D04G002500	Ghir_D10G021160	0.800878946617862
Ghir_A09G013550	Ghir_D05G004660	0.799674773273878
