row	col	weight
Ghir_A04G009280	Ghir_D04G013520	0.978588513839896
Ghir_D02G000370	Ghir_D04G013520	0.929092287488181
Ghir_A06G020100	Ghir_D04G013520	0.910750899745207
Ghir_A13G004910	Ghir_D13G005010	0.904060294795896
Ghir_A08G001770	Ghir_D08G001830	0.903704689236781
Ghir_D01G012600	Ghir_D04G013520	0.903458259110479
Ghir_A06G020100	Ghir_D02G000370	0.903383919622387
Ghir_A02G000360	Ghir_D02G000370	0.903337232972705
Ghir_D04G013520	Ghir_D13G022590	0.898888663972047
Ghir_A01G010330	Ghir_D04G013520	0.898788465283663
Ghir_D04G013520	Ghir_D08G001830	0.897336661713105
Ghir_D04G013520	Ghir_D06G010730	0.895622151365846
Ghir_D04G013520	Ghir_D07G000490	0.892369778353006
Ghir_A09G005300	Ghir_D04G013520	0.885376581567103
Ghir_A04G009280	Ghir_D13G022590	0.882262648104757
Ghir_A04G009280	Ghir_A09G005300	0.879653836401621
Ghir_A01G010330	Ghir_D02G000370	0.875683074162569
Ghir_D03G001570	Ghir_D04G013520	0.868554101630164
Ghir_A02G000360	Ghir_D04G013520	0.864373271572693
Ghir_A04G009280	Ghir_D03G016770	0.857011908643082
Ghir_A01G011550	Ghir_D01G012600	0.856825582018801
Ghir_A06G020100	Ghir_D13G005010	0.854855059939728
Ghir_D04G013520	Ghir_D13G005010	0.853636288602015
Ghir_D04G013520	Ghir_D13G007340	0.847074743401063
Ghir_A02G000360	Ghir_A06G020100	0.846653894907823
Ghir_A09G005300	Ghir_D03G001570	0.846374735578529
Ghir_D03G016770	Ghir_D04G013520	0.846240458542903
Ghir_A09G019120	Ghir_D04G013520	0.842658024179731
Ghir_D01G017440	Ghir_D04G013520	0.839963622544305
Ghir_A08G001770	Ghir_D04G013520	0.836779664955434
Ghir_A04G009280	Ghir_D01G017440	0.836075462172226
Ghir_D04G013520	Ghir_D13G022070	0.833249660000767
Ghir_A13G004910	Ghir_D04G013520	0.8217062044341
Ghir_A12G015960	Ghir_A13G004910	0.819589072934157
Ghir_A04G009280	Ghir_D10G015820	0.816837042894716
Ghir_A08G024590	Ghir_D04G013520	0.814657254514669
Ghir_D07G000490	Ghir_D13G022070	0.814313758314141
Ghir_A09G005300	Ghir_D03G016770	0.810932092990388
Ghir_A06G020100	Ghir_A13G004910	0.810840300524659
Ghir_A01G010330	Ghir_D06G010730	0.810358386710544
Ghir_A09G018860	Ghir_D04G013520	0.805670866715216
