row	col	weight
Ghir_A11G014160	Ghir_D11G014200	0.941310069137008
Ghir_A11G003760	Ghir_D11G003700	0.912277422565876
Ghir_A02G004320	Ghir_D08G008190	0.879243949366519
Ghir_A11G014160	Ghir_D08G008190	0.876647928699203
Ghir_A09G018380	Ghir_D09G017870	0.868771149021382
Ghir_A02G004320	Ghir_A11G014160	0.862766064913866
Ghir_A02G004320	Ghir_D11G014200	0.855747761619524
Ghir_D08G008190	Ghir_D11G014200	0.853401395003234
Ghir_A02G004320	Ghir_D08G006280	0.8472788776809
Ghir_A02G004320	Ghir_A06G019370	0.832338826886553
Ghir_A09G018380	Ghir_A11G003760	0.827179377847341
Ghir_A11G003760	Ghir_D08G008190	0.821024776237031
Ghir_A06G019370	Ghir_A09G015000	0.81789736740502
Ghir_A02G004320	Ghir_D08G027420	0.81759504213692
Ghir_D08G006280	Ghir_D08G008190	0.814082833824154
Ghir_A09G015000	Ghir_D08G027420	0.811443246082693
Ghir_A06G019370	Ghir_D08G008190	0.810974794676693
Ghir_A11G003760	Ghir_D11G035990	0.809081303658403
Ghir_A11G003760	Ghir_D08G006280	0.801221481977147
