row	col	weight
Ghir_A11G004470	Ghir_D11G004370	0.93324744441472
Ghir_A12G021080	Ghir_D12G021070	0.923100923950487
Ghir_A01G013630	Ghir_D01G014880	0.914850630594005
Ghir_A12G021080	Ghir_A13G003240	0.914567746361649
Ghir_A05G013130	Ghir_A13G003240	0.89961450790522
Ghir_A13G003240	Ghir_D12G021070	0.882364156921136
Ghir_A05G032220	Ghir_D05G032150	0.876911115457098
Ghir_A13G003240	Ghir_D08G006040	0.873614306957846
Ghir_A13G003240	Ghir_D01G014880	0.866230278346462
Ghir_A13G008230	Ghir_D08G006040	0.863533870717232
Ghir_A12G021080	Ghir_D08G023100	0.862238833663404
Ghir_A05G021610	Ghir_A12G021080	0.861082750529884
Ghir_A05G013130	Ghir_A12G021080	0.859878606598791
Ghir_A09G003830	Ghir_D09G003750	0.854791631791595
Ghir_A13G003240	Ghir_D07G015270	0.854750778053282
Ghir_A11G004470	Ghir_A13G003240	0.852467812322147
Ghir_D01G014880	Ghir_D12G021070	0.850452600785301
Ghir_D09G003750	Ghir_D12G021070	0.850137537186826
Ghir_A12G021080	Ghir_D04G004200	0.849036691798739
Ghir_A03G018150	Ghir_D02G019480	0.84390410568697
Ghir_A07G002290	Ghir_D08G006040	0.832516839929257
Ghir_A12G021080	Ghir_D01G014880	0.830432476057696
Ghir_A03G018150	Ghir_D08G006040	0.830309680775245
Ghir_A02G006710	Ghir_D12G021070	0.830002342134378
Ghir_A02G006710	Ghir_A13G003240	0.829309933949776
Ghir_A13G003240	Ghir_D04G004200	0.828797309246639
Ghir_A09G003830	Ghir_D12G021070	0.827434599287367
Ghir_A11G004470	Ghir_D07G015270	0.824341894197135
Ghir_A07G002290	Ghir_A13G003240	0.823631993799157
Ghir_A02G006710	Ghir_A12G021080	0.823395821246035
Ghir_D03G000250	Ghir_D08G006040	0.820018616144491
Ghir_D01G014880	Ghir_D07G010120	0.819511833586012
Ghir_A05G013130	Ghir_A11G004470	0.819184748620716
Ghir_A07G002290	Ghir_D03G000250	0.814077857978552
Ghir_A09G003830	Ghir_A12G021080	0.813151005826056
Ghir_D07G015270	Ghir_D11G004370	0.812609990550715
Ghir_A05G013130	Ghir_D05G012890	0.812389297013849
Ghir_D05G032150	Ghir_D12G021070	0.808039219532009
Ghir_A13G003240	Ghir_D03G000250	0.806842808647963
Ghir_A13G003240	Ghir_D07G002230	0.806732033555448
Ghir_A11G004470	Ghir_A12G013510	0.806396759483018
Ghir_D02G023140	Ghir_D08G006040	0.806034447386509
Ghir_A07G002210	Ghir_A12G021080	0.805584165732759
Ghir_A02G013470	Ghir_D01G014880	0.802957513859745
Ghir_A07G002210	Ghir_A13G003240	0.802786145813766
Ghir_A12G013510	Ghir_A13G003240	0.80239509376213
Ghir_A05G021610	Ghir_D08G023100	0.80011295696965
Ghir_A07G002290	Ghir_D04G013790	0.798050451615326
