row	col	weight
Ghir_A13G010990	Ghir_D13G011630	0.971423186357492
Ghir_A01G021800	Ghir_D01G023310	0.966661718599702
Ghir_D08G017880	Ghir_D13G011630	0.948660419457475
Ghir_A13G010990	Ghir_D08G017880	0.938584806105879
Ghir_A07G017250	Ghir_D13G011630	0.930287387363868
Ghir_A01G002280	Ghir_D01G002190	0.927885505223365
Ghir_D09G014410	Ghir_D13G011630	0.923429182843063
Ghir_D01G023310	Ghir_D13G011630	0.92341493930625
Ghir_A07G017250	Ghir_A13G010990	0.919761485763951
Ghir_D01G023310	Ghir_D08G017880	0.914929830169339
Ghir_A01G021800	Ghir_D13G011630	0.913623978924458
Ghir_A05G003400	Ghir_D08G017880	0.904184919049702
Ghir_A05G003400	Ghir_D13G011630	0.902686493282791
Ghir_A01G021800	Ghir_D08G017880	0.902179222761662
Ghir_A05G003400	Ghir_A13G010990	0.900900019523738
Ghir_D02G006400	Ghir_D13G011630	0.893288155908794
Ghir_D01G002190	Ghir_D13G011630	0.889012236588216
Ghir_A03G011910	Ghir_D13G011630	0.884141569134134
Ghir_A07G017250	Ghir_D01G002190	0.877700405643551
Ghir_A07G010340	Ghir_D13G011630	0.853843915823411
Ghir_A01G002280	Ghir_D13G011630	0.850842515880804
Ghir_D11G015720	Ghir_D13G011630	0.838361121741205
Ghir_A01G002280	Ghir_A07G017250	0.832974492354964
Ghir_A01G009460	Ghir_A13G010990	0.82179461132787
Ghir_D02G006400	Ghir_D11G015720	0.814533869167242
Ghir_A01G009460	Ghir_D13G011630	0.810760891569125
