row	col	weight
Ghir_A05G004180	Ghir_D12G000580	0.928787017675318
Ghir_A05G004180	Ghir_A09G000540	0.913439512681119
Ghir_A09G000540	Ghir_D11G015390	0.907382746089868
Ghir_A05G004180	Ghir_D11G015390	0.906030168710958
Ghir_A13G015290	Ghir_D12G000580	0.891734534976935
Ghir_A03G008750	Ghir_D03G011230	0.890341313565261
Ghir_A05G020440	Ghir_D10G015110	0.888438190376025
Ghir_A05G005420	Ghir_A09G000540	0.888007896335213
Ghir_A05G004180	Ghir_A13G015290	0.887913599755947
Ghir_A05G004180	Ghir_A11G017730	0.885880524481519
Ghir_A03G008750	Ghir_A05G004180	0.882875332046321
Ghir_A05G005420	Ghir_D11G015390	0.880675422441482
Ghir_A11G017730	Ghir_D12G000580	0.880659038591465
Ghir_A05G004180	Ghir_A10G011300	0.880074066731989
Ghir_A05G020440	Ghir_D12G000580	0.878200565145587
Ghir_A05G004180	Ghir_D08G015950	0.877401167116852
Ghir_A05G004180	Ghir_D13G008230	0.874137363901769
Ghir_A05G004180	Ghir_A05G005420	0.873559111235649
Ghir_A05G004180	Ghir_D11G014450	0.870892376770722
Ghir_A03G008750	Ghir_A13G015290	0.870495979002269
Ghir_A10G011300	Ghir_D11G015390	0.862626040392321
Ghir_A05G004180	Ghir_A13G006170	0.86242148980009
Ghir_A03G008750	Ghir_A06G007560	0.862121383304892
Ghir_A05G005420	Ghir_A05G013620	0.860285816679747
Ghir_A01G006440	Ghir_A05G013620	0.859283107218875
Ghir_D11G015390	Ghir_D11G025010	0.859235147295165
Ghir_A01G006440	Ghir_D11G015390	0.858023670558541
Ghir_D12G000580	Ghir_D13G005030	0.856971158764908
Ghir_A01G006440	Ghir_A05G005420	0.85407833059634
Ghir_A05G004180	Ghir_D11G025010	0.851148522818478
Ghir_A05G004180	Ghir_A06G007560	0.850867124345766
Ghir_A13G015290	Ghir_D13G005030	0.850237560323842
Ghir_A01G006440	Ghir_A09G000540	0.850141285833371
Ghir_A06G007560	Ghir_A13G015290	0.847562067378169
Ghir_D11G014440	Ghir_D11G014450	0.844417098820273
Ghir_A05G004180	Ghir_D11G018910	0.8361812730322
Ghir_D13G008230	Ghir_D13G008240	0.834867928493529
Ghir_D10G015110	Ghir_D12G000580	0.834841597289736
Ghir_A05G004180	Ghir_D11G006710	0.834407265035172
Ghir_A03G014920	Ghir_A11G017730	0.832664564928637
Ghir_A05G004180	Ghir_A13G003360	0.831045991082089
Ghir_A05G004180	Ghir_D13G005030	0.829983127868437
Ghir_D01G010950	Ghir_D12G000580	0.829836792075816
Ghir_A03G014920	Ghir_A05G004180	0.828103871817192
Ghir_A05G013620	Ghir_D11G015390	0.826450236856281
Ghir_A12G022650	Ghir_A13G015290	0.825713138334553
Ghir_D11G006710	Ghir_D12G000580	0.824357813342063
Ghir_A05G004180	Ghir_D03G011230	0.822607587867972
Ghir_A09G000540	Ghir_D11G009230	0.82068063189861
Ghir_A05G005420	Ghir_D11G009230	0.820538896116611
Ghir_A01G000260	Ghir_D13G005030	0.81745980213162
Ghir_D11G034850	Ghir_D12G000580	0.817316722688772
Ghir_A01G000260	Ghir_A11G013570	0.812454698888376
Ghir_A09G016170	Ghir_D13G005030	0.81225621241005
Ghir_A05G004180	Ghir_D11G009230	0.809441292060173
Ghir_A09G016170	Ghir_A13G015290	0.808759386820787
Ghir_A10G011300	Ghir_D11G025010	0.807975225303103
Ghir_A09G000540	Ghir_A13G003360	0.806754036630486
Ghir_A05G005420	Ghir_D07G008210	0.80655146670974
Ghir_A01G000260	Ghir_A13G015290	0.806106357050819
Ghir_D07G003380	Ghir_D12G000580	0.803780326105079
Ghir_A05G020440	Ghir_A11G009770	0.803362749222025
Ghir_A05G004180	Ghir_A12G022650	0.802809300110322
Ghir_A05G004180	Ghir_D11G010190	0.802580337098441
Ghir_A05G004180	Ghir_D13G008240	0.800594439459404
Ghir_A03G008750	Ghir_D07G006180	0.800427673549542
Ghir_A01G022930	Ghir_A13G015290	0.798478170086147
