row	col	weight
Ghir_A09G020510	Ghir_D10G010880	0.945418414730278
Ghir_D10G010880	Ghir_D12G001010	0.940295223342969
Ghir_A09G020510	Ghir_D09G019970	0.937966406618886
Ghir_D05G018080	Ghir_D10G010880	0.926514311467077
Ghir_A03G016890	Ghir_D10G010880	0.915813201175985
Ghir_D09G014370	Ghir_D10G010880	0.915453431574849
Ghir_D05G018080	Ghir_D12G001010	0.915205116625281
Ghir_A01G008090	Ghir_D10G010880	0.91398991031453
Ghir_D10G010880	Ghir_D12G008910	0.912096499595987
Ghir_A03G016890	Ghir_D05G018080	0.907460591766952
Ghir_D09G019970	Ghir_D10G010880	0.902832266330186
Ghir_A01G008090	Ghir_A09G020510	0.887109345676206
Ghir_D09G014640	Ghir_D10G010880	0.884269451245179
Ghir_D09G014370	Ghir_D12G008910	0.869241682789027
Ghir_D01G003680	Ghir_D10G010880	0.868554696763477
Ghir_D05G018080	Ghir_D09G003950	0.86799123803904
Ghir_D09G003950	Ghir_D10G010880	0.857882231506364
Ghir_A09G015700	Ghir_D10G010880	0.848645372739724
Ghir_D09G014370	Ghir_D09G014640	0.844664510674789
Ghir_D01G003680	Ghir_D12G001010	0.83653472405704
Ghir_A09G015700	Ghir_A09G020510	0.823938759042805
Ghir_A03G016890	Ghir_D09G003950	0.815354451573614
